TID,Comments,Rating
tt0017136,metropolis is surely one of the greatest films ever made  its scope its reach its magnitude and its message are truly incredible even by todays standards of filmmaking  seen in context of its premier in  metropolis is a giant of filmdom and film history  lots of people always ask what makes a movie great and in particular metropolis  a great film is one that stirs the imagination leaves the viewer with images that will last perhaps forever forces contemplation of issues dealing with the very essence of life and achieves a kind of immortality  metropolis is a film that succeeds with each of these criteria  metropolis is a film that hailed in a new era of making films with it futuristic settings halluciatory scenes and its breadth of spirit and sheer scope most clearly exhibited by its cast of epic proportions  there are images that blind the viewer with genius such as the beginning scene of the changing of the workers or the creation of the robot maria  metropolis challenges its viewers to think about their relationship with society both as a whole and with each individual as well as contemplate the rationale of divisions amongst peoples and groups  lastly metropolis has stood the test of time  it is a landmark film and an ignitor for the evolution of the science fiction/fantasy film genre  the story itself is simplea biblical allegory about how people with a vision should share that vision in order to make it happen  the film is anything but simple  it is immense and a rich legacy that director fritz lang has left us,0
tt0017136,i was shocked to find myself riveted to this movie this is without a doubt the best scifi movie ive ever seen! let me explain my position we have all seen modern scifi movies and argued over which is the best ever made but those film makers have high speed film and computers imagine trying to make a movie today with only the tools available to fritz lang in  and even if you used a modern camcorder it would be nigh impossible! this is a must see for all persons interested in the history of film as well as just good fun for everyone the social metaphores as well as the religious and philosophical double meanings are a sight to behold,10
tt0017136,this must be one of the greatest movies of all time i found myself almost in a state of shock during the whole movie everything was perfect the story was great the filming was pure genius and the effects directly from another dimensioni dont think any movie after this one have gotten so much out of the available effects of the time as this one nowadays they have super computers generating special effects sure they look good but its no big deal making them back in  computers werent even invented yet all effects had to be done by hand or in simple editing and when you take a look at all the thins that have been done in this movie its impossible not to get impressed huge buildings explosions flooding picture phones however did he come up with the very idea? transformation sequences robots and so on no movie has ever pulled the limits of special effects as much as this one star wars and jurassic park are also known as limit pullers in special effects but they dont even come closethen you have the filming everything is perfect the use of body language is tremendous the light setting perfect everything well timed and perfectly captured by the camera ive never been witness to such a treat in filming other placesand the story!!! perfect in every detail intriguing exciting and thrilling with lots of religious undertones and tyranic leaders no wonder hitler liked this moviei dont know how the original music of the film was but the new music for the restored  minute version i saw was really good and moodsetingall in all this is one of the most perfect movies of all time and it deserves anything it can get never has a / been as secure as for this movie,10
tt0017136,silent movies are not for everyone neither are subtitles those brave enough to view a movie with no sound and words that are far and few between should definitely enjoy this silent masterpiece one of the biggest productions of its time metropolis still holds its own when set design and special effects are compared but what metropolis really has is orginality this germanexpressionist film had such originality in everything from its costumes to its views of a future modern city that its ideas can still be seen everywhere in modern scifi star warss cpo was based on bridgette helms robot dark city and brazil both have metropolis lookalike cities this is a very good movie its too bad most movies dont have its originality,9
tt0017136,fritz langs groundbreaking landmark remains one of the biggest mysteries in the world of cinema how can a movie thatll soon turn  years old still look so disturbingly futuristic?? the screenplay by thea von harbou is still very haunting and courageously assails social issues that are of all ages the world has been divided into two main categories thinkers &amp; workers! if you belong to the first category you can lead a life of luxury above ground but if youre a worker your life isnt worth a penny and youre doomed to perilous labor underground the further expansions and intrigues in the screenplay are too astonishing to spoil so i strongly advise that you check out the film yourself its essential viewing anyway! metropolis is a very demanding filmexperience and definitely not always entertaining but as it is often the case with silentcinema classics the respect and admiration youll develop during watching it will widely excel the enjoymentaspect fritz brutal visual style still looks innovative and few directors since were able to recreate a similarly nightmarish composition of horizontal and vertical lines many supposedly restored versions have been released over the years in  and  for example but the version is still the finest in my opinion even though that one already isnt as detailed and punctual as lang intended it metropolis perhaps is the most important and influential movie ever made  a space odyssey star wars and blade runner owe their existence or at least their power to it,8
tt0017136,metropolis is my alltime favourite movie so ive saved this for the last review that i plan to write for this wonderful website imdb ive enjoyed sharing my experiences of the movies ive seen but now im moving on to other passionsalthough written by fritz langs wife thea von harbou metropolis was originally langs idea he was inspired by the sight of new yorks skyscrapers when he sailed to america in  during his american trip he visited the set of the phantom of the opera and met lon chaney! too bad the encounter wasnt filmeddespite its epic power metropolis makes very little sense the two major male characters are a father and son named freder and fredersen so why is the one named freder*sen* the father not son of the one cried freder? why does the master of metropolis deliberately connive to destroy the city that he built? why is rotwangs crude little cottage the only prefredersen building that wasnt demolished during the construction of this city? von harbous very long and unwieldy novelisation of her script establishes this fact but never explains it how and why did rotwangs hightech laboratory manage to get constructed beneath that cottage without disturbing it?for modern viewers some of the plots incoherence can be blamed on missing footage particularly in american prints the distributors for this films original stateside release commissioned playwright channing pollock to translate the german titles a major subplot of the backstory features a deceased woman named hel who was married to rotwang but left him to marry fredersen and give birth to freder this unseen womans name could not easily be changed for the american version due to a couple of shots of her memorial engraved with the teutonic name hel apparently pollock feared that american viewers would be offended by this words similarity to hell so he simply excised the entire subplot from this long moviethe reallife drama on the set of metropolis mustve been quite interesting in itself mad scientist rotwang alias doctor strangeglove is played by actor rudolf kleinrogge who had been married to scenarist von harbou before she left him to marry fritz lang the mastermind of this film in metropolis rotwangs wife left him to marry the master of metropolis id love to know how kleinrogge felt about the fact that his reallife marital and sexual situation was the inspiration for key plot elements of this movie  and i wonder how kleinrogge felt about knowing that the entire cast and crew knew this as wellmost astonishing about this gargantuan production is the fact that nearly all of metropolis was actually built to scale with just a couple of miniaturestrivia tidbit actress brigitte helm was cast in the dual female role largely because she was flatchested and therefore she could easily fit inside the mechanical suit for the robotrix a more busty actress would have suffered constant discomfort inside those galvanised bosoms of the metal costume i learnt this more than  years ago from an eldery austrian stagehand who worked on the filmfor all its flaws metropolis will always be my favourite movie ive enjoyed writing all these reviews for imdb the joy of posting my reviews on this site has brought me many friendships and a few enemies well you cant win em allnitrate film stock doesnt last forever and all good things come to a happy ending this is my last review here ill keep watching movies but other passions are important to me as well thank you imdb and thank you to everyone who has read my reviews i will happily rate metropolis a full  out of ,10
tt0017136,one definitely cant fault the breadth and ambition of fritz langs vision even if as always with depictions of the future there are a few forgivable blind spots the cars that swarm up and down the multiple levels of metropolis are unmistakably the standard models of the s as are the flyingmachines that buzz about them; while the business dress of tomorrows rulers unlike their exotic leisure wear doesnt appear to have advanced one iota!hgwells criticised the film for its adherence to arty image over scientific rigour and as a piece of coherent science fiction its certainly as lacking as he claimed the machines exist to appear awesome and to torment their workers rather than to perform any apparent task and there is no explanation of how this society functions how it evolved or how it is sustained let alone of the incongruities that must surely lie behind such anomalous locations as the catacombs and the cathedral but wells own futuristic film things to come conceived in direct riposte to langs unscientific approach is tedious and talky as a result didactic in its heavyfooted philosophy and explanations and lacking in artistic vision metropolis may be soft sf but its approach undoubtedly makes for better cinemai am not however impressed by it as a film masterpiece of modernism it may be  but great design and special effects cant save todays bigbudget clunkers from deficiencies of character and plot and they dont save this one ironically i suspect that its reputation has benefited greatly from its being the only silent film many of its viewers have ever encountered reading through the imdb pages i see wellmeaning comments like great  when you consider how primitive cinema was in  and once you get used to the fact that it takes about ten gestures to convey one sentence it wasnt  and it doesnt!as silent films go this is in many places agonizingly slow and repetitious marred by clumsy acting tendentious titles and overwrought gestures by the late s cinema had progressed far beyond this laboured pantomime in langs case the heavy stylisation may have been a deliberate choice but compared to the fluidity of contemporaries such as sjostroms the wind or the scarlet letter asquiths underground or shooting stars and murnaus sunrise the film comes across as ten years behind the times the problem is not necessarily with the actors  brigitte helm as has been observed does an excellent job in differentiating her two characters  but with the direction and pacingwe saw the restored version with the original gottfried huppertz score; the latter didnt always seem to fit too well with pops jumps and awkward silences but this was i assume due either to the difficulty of fitting it to allow for the missing material or to problems in the projection booth when running a newlyarrived print for the first time however the painstaking summary of the various missing scenes only ended up increasing my appreciation of what a good job had been done in the editingdown in the first place! to take a single example where the edited version conveys freders sudden recollection that he is supposed to be the workers longawaited mediator via the simple juxtaposition of three shots  the shiftchange whistle announcing the meeting the catacombs and freder suddenly struck by an idea and rushing off  the restoration betrays the fact that a couple of scenes of mimed dialogue were originally provided to spell out the message at painstaking lengthit is interesting to see how it was done but most of the cuts are either an improvement or a very clever abridgement and by and large i didnt feel that what was omitted had been any great loss in fact frankly i felt that the film was in need of further editing at certain points such as rotwangs pursuit of maria through the catacombs she screams and runs and screams and runs and is pursued by a searchlight effect; its clever selfconsciously clever the first couple of times but the repetition becomes tedious to the point of caricature plot infelicities abound in increasing numbers culminating in the infamous hunchback of notre damestyle ending where the mad scientist carries off the girl across the roof of the cathedral hotly pursued by our hero which raised giggles in a hitherto serious and respectful audience with which i couldnt help but sympathisethis is a film to see once in a lifetime so that you can say that you have seen it  not least because most of the impact lies in the visuals but its all surface and no substance the characters act arbitrarily the plot is subservient to the message the pacing is like treacle the storytelling technique is primitive and really all it has going for it is the visual flair and the special effects i quite honestly believe that this work would be better appreciated as a set of stills in a glossy brochure; an exhibit in a design exhibition this is not cinema as i love it  its innovative it may be art but as an actual film its only a poor shadow,6
tt0017136,there can be no understanding between the hands and the brain unless the heart acts as mediator this is the predominant theme of metropolis and director fritz lang finds numerous ways to say and visualize his message during the course of the film the movie relies on repeated visual imagery to make its point and does so effectively even if tedious at times particularly effective is the representation of the worker society as an almost single living unit moving trance like to their appointed time and task the use of a ten hour clock in the workers chamber constantly draws our attention as does the hangdog posture of the individual slaves who grind out their workday as if in a dazeamid this rabble worker maria brigitte helm is the inspirational voice of the workers offering hope for a brighter future by a mediator yet to appear however the master of metropolis john frederson alfred abel sees in her a way to quell the underlying frustration of the workers commissioning his scientist rotwang to create a robot maria to plant discord among the workers rotwangs laboratory would have done frankenstein proud and the creation of the robot is a marvel of cinematic imagery the robot marias belly dance transforms into a scene of such raw energy and sexual awareness that it awakens the statues of the seven deadly sins one of the master strokes of this expressionist filmso much imagery in fact is layered into metropolis that its safe to say that repeat viewings will lead to even more interpretations of its vision and not simply for its denunciation of a class society both timely and timeless the film captures a dynamism that inspires passion even after nearly eighty years following its original release,8
tt0017136,i really hate it when i dont enjoy a classic film i really want to enjoy it but i just cant i want to understand some peoples love for it but i just cant metropolis falls under this category an unbearably slow film i watched the restoration which is over  hours longthat may have been a bad idea that starts off with interesting ideas but then seems to not really do much with them it is the year  the wealthy rule the city of metropolis while the lowerclass work for hours on end underground in awful conditions the master of metropolis is joh fredersen alfred abel and his son is freder gustav frohlich who spends his days with other rich people in a place called the pleasure garden where he truly does nothing at all a woman named maria brigitte helm brings a group of working children up for a visit in pleasure garden and freder is quickly enamored by maria freder decides to explore the underground part of the city only to be shocked as an explosion goes off and kills multiple workers he reports this to his father who is disappointed his son was the first to report it over his assistant josepha theodor loos and his assistant is quickly fired this does an immediate job of showing the coldness of joh but they never do much else with his character in fact very little of the characters are developed in anyway most of them are completely uninteresting and the setting itself is compelling at first but quickly loses anything interesting halfway through the film as the film moves at a snail pace anyways the main aspect of the plot here is that the workers are led by maria to stop this feud between the rich and the poor with nonviolence and the eventual arrival of a mediator to make it happen my real issue is that the film starts with such a great idea and had potential to become something like  im aware it came out afterwords and that its a novel but still just an example but it instead becomes filled with strange religious allusions and becomes a witch hunt essentially by the end they never really do any decent social commentary at all if any at all this wouldnt matter if the film was actually entertaining but it only is in spurts and then quickly becomes a repetitive bore i do think the special effects were impressive and this film is obviously important for being the first full length science fiction filmwell ever that doesnt mean it holds up because it doesnt in fact itd be hard for me to believe the film was entertaining in  i still wonder if i had watched the shorter version of the film how much more i wouldve enjoyed the film it certainly wouldve have been paced better considering so much of this film is unbelievably uninteresting but i dont think that changes the fact that this movie doesnt really do anything it isnt entertaining it doesnt really have a message what is this movie? i guess good special effects for ? whatever im glad i gave this classic a chance but i highly doubt ill revisit it anytime soon,4
tt0017136,this review contains spoilers but since the story is by far the least reason to watch metropolis feel free to still read it even if you havent watched it yetmetropolis is a film that was far ahead of its time it influenced a great lot of sciencefiction films and how the blade runner batman or dark city would look like if there wasnt metropolis  who knows even the matrix reloaded is heavily inspired by this classic that is as old as my grandmother now what is it all about? about freder the son of the head of the city of metropolis a christlike figure who falls in love with the preacher of the working class a saintlike woman who happens to be named maria when a robot who is modeled to look like maria makes the workers almost extinguish their city and their children maria and freder save the children and in the end freder makes his father and the workers cooperate for a brighter futuresounds silly to you? yes and thats exactly what the story is silly thats also the reason why still today metropolis isnt accepted as the masterpiece it is by a few film buffs but these people dont understand one thing a good film does more than only tell a story a film can be great even without a story at all and a silly story combined with amazing visuals can make you forget all the other weaknesses a film has and wow what amazing images metropolis offers what an art direction! what wonderful special effects! and remember as i already said this film is as old as my grandmother! just have a look at the workers they hardly ever seem to be individuals in the mass scenes they look like one big creature moving forward or backwards when they are working they look more like machines than like human beings whereas the machines resemble monsters more than they do technical devices best seen in the moments when freder hallucinates and sees the big machine as a workereating moloch we also see a worker and later freder work on a machine that looks like a clock with  blinking light bulbs doing some that looks as exhausting as it looks senseless or think of rotwang the mad inventor who lives in a little hut that looks in this film like it was from another world he has a black prosthesis for his right hand its not a coincidence that stanley kubrick gave his mad scientist/inventor dr strangelove a prosthesis for his right hand too he builds the robot that he makes to look like maria and that transformation scene is one of the most magnificent scenes ever and looks more convincing than some scenes of modern scifi flicks i also have to mention brigitte helm who plays maria and the robot  and the look in her eyes would already be enough to tell which of her characters is on screen at the moment if something like awards already would have been given in the s she sure would have walked home with quite a bunch of them and just look at her sexy dance! it is just as memorable as the shot of the many eyes watching her dance  or the many faces watching her preach just a few minutes later metropolis is a film no scififan should miss i had the good luck that my first viewing of metropolis one year ago was in a cinema when it was a rereleased after its restoration i can only recommend you to watch it in a cinema if you have the possibility to as metropolis is just as   a space odyssey one of those rare films that are masterpieces on your tv set but a revelation on the big screen,10
tt0017136,i was very anxious to see metropolis for the first time i had been into silent movies for a couple of years but hadnt had the opportunity to see fritz langs classic i finally saw it at a silent movie theater in hollywood and my feelings were to say the least mixedthe film is visually stunning monumental sets brilliantly directed scenes amazing special effects by the standards of the time in fact i might say that i was more enthralled by the visual effects of this movie than i was by say lord of the rings or avatar whereas cameron and jackson used cgi to make their visions come true; lang had to use camera trickery paint and woodthis movie no doubt set the lexicon for the scifi and blockbuster genre in stone the images of metropolis have been repeated in innumerable movies the scene of the underground city being flooded has curious similarities to james camerons titanic even the villainous rotwang can be seen in the characters dr strangelove and doc brown from back to the futurebut then theres the story and the dialogue and the acting which is overwrought even by the standards of the time but i dont have enough room to go into thatstarting with the opening line lookthese are your brothers a violent cringe would run through my body every time the intertitles would appearthe later line about the head and hands needing the heart as mediator caused a huge outburst of laughter in the theater this serves as the basis for the moral of the story which was eerily similar to how the grinch stole christmas essentially it can boiled down to this somebody according to writer thea von harbous later beliefs this turned out to be adolf hitler needs to appeal to the hearts of capitalist managers and tell them to be nice to their workers the outcome is a grudging handshake between the head manager joh frederson and the leader of the workers grot; and thus begins a shining new day!metropolis also incorporates religious symbolism which is to say the very least heavyhanded scenes of the seven deadly sins the tower of babel an altar to moloch and the flood all warn of doom to decadent societies that exploit the weak and kill the righteousin the end this muddled mixture of socialist calls for justice and christian apocalypticism creates a political message that lang himself described as sillyi recommend this film for its artistic brilliance and groundbreaking techniques but dont go into this expecting an award quality filmif you want to get into silent film this is a relatively easy one to get start with however i dont know if thats a good or a bad thing ive met too many people whove said that metropolis was the best silent movie theyve ever seen; which probably means that it was the only one that they ever bothered to watch i would recommend sunrise or city lights as a first over this,5
tt0017136,francis ford coppola once said that apocalypse now wasnt just about vietnam is was vietnam in a similar way metropolis isnt just about the twentieth century it is the twentieth century almost every image in it reflects or more often predicts the realities of life in the west over the past hundred years in a way that is truly uncannyfrom small details  the traffic jams and blackouts that plague city dwellers  to major historical events  the climactic flood predicts every industrial disaster that has destroyed the lives of thousands of workers from chernobyl to the bhopal disaster whilst fredersens vision of workers being fed to moloch cant help but bring to mind the holocaust  metropolis feels prescient in any number of ways in the image of the manhattan skyline lang really did find the perfect symbol of the coming century  progressive new faceless oppressivethis is far from the simple marxist fable it is often taken for  although the socialist message can hardly be ignored its also a christian parable maria flanked by crosses is counterbalanced by the machine brought to life under a pentagram informed by the book of revelation; a retelling of the orpheus myth with freder as orpheus and maria as eurydice lost in the underworld; and a kafkaesque nightmare of depersonalisation although the gothic expressionistic production design is a long way from kafkas more sterile styleits also lest we forget a silly adventuremelodrama with a mad scientist an evil twin a bad father with a noble son and an impossibly virtuous idealised heroine in many ways it anticipates star wars in dressing up mythic standards with science fiction tropes  with fredersen as the misguided king freder as the handsome prince maria the goodhearted peasants daughter rotwang as a scheming sorcerer and the machine as the wicked witch appropriately burnt at the stake by the villagersthe machineman a confusing name for a construction so obviously feminine is the single most indelible image of the film; the scene in which rotwang brings her to life for the first time is a real moment of magic and awe untarnished by eighty subsequent years of cinematic showmanship even better is the scene in which she becomes a duplicate of maria  such an obvious influence on james whales frankenstein that its hard not to shout out its alive! the optical effects are years ahead of their time certainly the best of their kind until the sixties at least it also marks the beginning of brigitte helms truly extraordinary turn as the false mariathis is only the third silent film ive seen after nosferatu and the cabinet of dr caligari and its taken me a while to acclimatise to the acting style which can seem close to parody what it really reminds me of however is modern dance which similarly seeks to communicate with the audience visually rather than verbally metropolis encourages this comparison with the highly choreographed movements of the workers operating the machinery bearing this in mind helm is hugely impressive in multiple roles maria could be a rather dull and virtuous heroine she enters the film surrounded by poor children in rags but helm invests her with enormous energy and expressiveness it helps that the script allows her to take an unusually proactive role for a female character organising workers meetings and racing to the rescue of the endangered children however it is her performance as bad maria vamping up a storm that lingers in the memory  the twitching jerking movements of her head and body the anne robinson style halfwink that changes the shape of her face that malicious little grin that makes it hard not to root for her mischief the entirely weird erotic dance that she performs isnt technically very good or erotic but it is utterly unforgettable subtextually shes the whore of babylonthe other performances are mainly very good particularly alfred abel as fredersen proving that it is possible to underplay in a silent film only rudolf kleinrogge hits any wrong notes  difficult as it undoubtedly must be to play a mad scientist in a silent film with subtlety some of his more unrestrained gesticulations leave you worried about the safety of the other actorsultimately though it all inevitably comes back to the imagery langs film remains unmatched even today pick a scene any scene  the synchronised shuffling crowds at the shift change; our first sighting of the metropolis all biplanes skyscrapers and suspended motorways; the vision of moloch; the machineman awakening; maria pursued along a pitchblack tunnel by a beam of light; the statue of death coming to life in the cathedral; disembodied eyes entranced by the twitching false maria; the crowds swarming up the steps in the tower of babel section; the lifts crashing down one by one; desperate children crowding around maria as the floodwaters close in; and most of all false maria laughing as she burns on her pyre then transforming back to her metal visage no film before or since matches this for spectacle and if in order to appreciate it you have to swallow a little treacle about the heart being the mediator between head and hands well trust me its worth it,9
tt0017136,we have seen so many movies now that even those of us who study them tend to forget where certain familiarities were born the science fiction elements presented in fritz langs metropolis are so familiar to us that they have become not just the genre standard but almost a given the notion of a city as an urban hell ruled by the upperclass and operated by slavelike poor the notion of the city that seems to touch the heavens the notion of a mad scientist giggling in his lab as he plays god the lone hero who discovers the diabolical machinations of the villain and tries to throw a monkey wrench into his plan these elements can be found in this films ancestors frankenstein batman gattaca and the cities of blade runner star wars and the fifth element all of these films contain elements that were inspired by langs workmetropolis has gone down in history as one of the most influential films ever made certainly one of the most studied silent films and yet the movie sort of languishes after its success in  the film has had an uneasy time its pedigree as a silent film turns off the usual science fiction audience and it is sort of a footnote in the history of the genre one restored version after another has tried to reconstruct the film as best it could because some of the footage of the film has been lost through neglect and silly studio censoring some of the restorations work but most do not so we sometimes wonder what an experience this must have been like in  unless a lost version surfaces as it did with the recently uncovered print of valentinos  film beyond the rocks the complete work my never be seen again the restored version released on dvd in  was based on a digital restoration at k resolution from all available sources its the best version that ive seen and i would highly recommend that one if you havent seen the film the worst is a  print put out by goodtimes video which contains not an ounce of restoration the film in grainy and difficult to see it doesnt even have a soundtrack i call that one the worst because im still a little ambivalent about the  restored version by georgio moroder with color tinting good sound effects not so good and a soundtrack that includes songs by loverboy freddy mercury bonnie tyler adam ant and pat benatar yuck!those who study the film myself included find the story impenetrable some films you can easily decipher but metropolis has a plot that is so maddeningly erratic that its hard to pin it down as a whole many conceded that as a fault but i think it adds to the films chaotic nature it takes place in the future restored versions offer title cards that suggest that its the year  but i dont go by that in an overcrowded city with immense skyscrapers the gothic sometimes grotesque architecture suggests that the buildings were constructed in a hurry the rich in metropolis are content with their lives dancing in their penthouses and spending their money the poor work as slaves beneath the city like cogs in a machine lang choreographs the scenes in the subterranean levels magnificently so that the workers are never out of step they dont so much work as toil under oppression like ramses slaves building his pyramids the rich and poor of metropolis are ignorant of one another one person that isnt ignorant of the class division is joh fredersen a ruthless businessman who rules metropolis from his officehis son freder happily enjoys the pleasure gardens one day when he notices a woman rising from the underground caves with a group of the workers children curious he follows her to the depths and is aghast at the tyranny in motion there the woman is maria a revolutionary who holds sermons to remind the workers that a peaceful resolution can and must be foundfreder uncovers a plot by rotwang the mad scientist to create a robotic version of maria to convince the workers to rise up and take arms this leads to the films most famous scene when the robot becomes flesh and blood and the false prophet opens her eyes to reveal two dead sparkling orbs rotwang kidnaps the real maria and sends the false one to convince the workers to rise up and then taunt the rich men and drive them into a sexual frenzythen all hell breaks loose but the rest i must leave to you to discoverlang based the film on the book written by his wife thea von harbou in the book the story is about a chaotic as the film and therefore less successful the difference is that lang has the visuals to suggest the chaos where the book did not he uses every technical tool at his disposal to visualize the hell of the subterranean machine run by the workers at one point freder disguised as a worker witnesses one of the huge machines explode and visualizes it as a horrendous monster swallowing workers by the dozen another suggests an odd device a giant dial in which the worker is made to keep the arms in the same place as the light bulbs go on and off around its edge the machine doesnt seem to have any purpose until freder imagines it as a giant clock and tries to pull the arms forward to end the merciless daythe film is one of the pinnacles of german expressionism astonishing in its use of light and shadow one of the best examples is the scene in which rotwang pursues the real maria through the caves using only a beam of light to strike terror as he closes in another brilliant moment comes with marias erotic dance as the men gawk the camera filled with their moist eyes this scene was completely removed after the initial release and not restored until home videoother moments have deeper resonance there is something unsettling about the hundreds of workers toiling in the underground caves walking to work they march with their heads down dressed in uniforms and caps it reminded me of the jews being led into the nazi death camps there is a buried foreshadowing of hitler more obvious are langs biblical references the rise of the city parallels marias retelling of the story of the tower of babel the giant pentagram in rotwangs lab as he plays god the breathtaking image of the plaguebringer who comes wielding an obscene scythe the very heaven and hell nature of metropolis itself there is even a christlike quality in maria who gives her sermons and reinforces that indeed blessed are the peacemakersthese elements and images are brought to the film because of langs insistence on no less then absolute perfection he was known as a sometimes cruel taskmaster working his cast and crew like a dictator he cast some  extras  of them for the tower of babel sequence alone and worked them from morning till night the water which covered the set for the climactic flood was ice cold many of the extras were soaked through from morning till night actress brigette helm was nearly killed several times once by a fall and another by the fact that the bonfire scene was real! helm was so rattled by her experience working with lang that she thereafter refused to make another film with himi could go on and on this film all great films invite lengthy discussions it can be seen in at least a hundred different ways as a foreshadowing of fascism or the tyranny of communism or just capitalism boiling over but when you get down to it the best way to view metropolis is not as a film to pick apart but simply as a film of its time lang created the story of a world gone mad while the world around him was going mad,0
tt0017136,this truly is a classic masterpiece and honestly one of the best movies ever made the story is brilliant and the visuals amazingi have seen the german  minutes version of the movie without subtitles yes its a long watch but its worth every second of it basically only reason why the movie is so long is because they need about ten hand gestures to speak one sentence its kind of dreadful to look at first but once youre used to it it shouldnt trouble you anymorein many ways this movie can be regarded as the blade runner of the s metropolis is set in a futuristic world that has a same kind of atmosphere as in blade runner the mix of s cars and propellerplanes with futuristic machines highways buildings and androids is very unusual but an absolutely awesome thing to look at the movie was ahead of its time and in some ways also propheticthe story is absolutely the best thing of the movie also the way the story is told and directed by fritz lang deserves credit the story is tense and has quite some symbolism layers and storylines but remains always easy to follow the ending is truly spectacular and tense the way how spectacular and tense the ending and the entire movie in general was really surprised me in a positive waythe sets are obviously fake and miniatures at times but they still manage to convince and impress further more the movie is filled with some fantastic and very convincing early special effectsman who also deserves credit is alfred abel wow what a great actor he was in this moviean absolute must see and one of the best movies of all time/http//bobafettblogspotcom/,10
tt0017136,metropolismetropolis is one of the most exciting and exceptional works of art that humankind has produced this epic science fiction film is one of germanys famous silent movies created by fritz lang and liberated in  the period between the two world warsthis movie represents the expressionist cinema and shows us the repression of human needs by the machine age langs creation of a selfdestructive society is a protest against the machine age metropolis is one of the most magnificent cities of  is kept alive by the unceasing work of the underground people who live in slavery and is enjoyed by wealthy and educated people the austrian director of the movie fritz lang presents the story of a master john federsen who sees people as machines working constantly to maintain the luxury and technology of his metropolis on the other side his son freder falls in love with one of the underground workers who is a spiritual leader for the slaves the son recognizes the unsentimental heart of his father and starts a revolution the city gets flooded and maria freders love regains the workers trust after a robot had stolen her identity she finds her loved one after saving the citys children and the workers shake hands with the masterexpressionism tries to simplify the world and to understand it emotionally in a subjective way it is very important to understand this definition of this dynamic violent and distorted movement in order to understand that lang tried to externalize his own internal vision of the world through simple expressions the name metropolis comes from the greeks and means mothercity it has this significance because a metropolis is the biggest form of a technologically and economically developed city nevertheless referring to the movie name this film can be considered as the mother city of all cinematic clichés in this story there are two main characters maria and freder these two characters are also the heroes of the story because they are the ones who rescue the population from being drowned in the flood john federson is a person full of empowering feelings who only thinks of himself and of his city forgetting about the ones who work for him all the fantasies that he has come true through the power of his workers but he never thinks about the danger they are in while working for him this man wants so much power that he is almost hypnotized by it; he is obsessed and possessed by the power of inventions and creationson the other hand maria is just a symbol of munificence her soul is pure and she is seen like an angel who brings peace to the world maria convoys the people in a church settling area she is shown as sanctity a holy person that is surrounded by the light of the candles she is positioned higher than the workers who carefully listen to her as she speaks about peace unity and their salvation by a mediator that will soon come her eyes inspire confidence and kindness as she kisses freder in the church scene in general all she does is for the good of humanity one thing that she repeats in the movie is between the head and hands there must be a heart  this means that she realizes the bad things that the head john frederson does and the good things that the hands workers do but she knows that these workers should not be treated poorly or like robots and that she can be the heart which can persuade the head and the hands to cooperate to come to common interests maria as her name suggests is also a biblical motif she explains to the workers the story of the tower of babel the workers in the story destroy this tower which parallels how the movie will end with the destruction of the machines by the workforce maria is still the representation of jesus mother because she is trying to save the lives of the underground children she would sacrifice herself and alike mother mary she has a strong faith in the creator of the world all the scenes of this film are perfectly created at the eye level so that anyone is able to view the action however there is also a birds eye view at the beginning of the movie as the panorama of the city is shown from high above the ground this view was created to give us an impression of how widely extended and huge metropolis is in addition the focus of the dramatic camera angles with bold shadows is on the disproportioned landscape as well as on the rightangled buildings there are moments in which the camera focuses on fast movement scenes like the dancing of the robot in the nightclub and scenes where it focuses on slow movement like in the beginning of the film where the slaves are shown going into the working area at a certain pace and aligned as robots when more people are involved in a scene like the one in which all the children are surrounding maria as she rings the danger bell the angles are vertical triangular but when only one person is focused there is a closeup to allow us to read that characters expressions and feelings a good example would be the closeups on the master fredersons eyes as he asks his secretary why his son was allowed to go underground and as well after that scene when he is thinking in order to suggest this dictators meditation and frustration another important aspect of the camera and of expressionism that i have remarked was the scene in which the mad scientist tries to run away from freder and kidnaps maria he is walking up on the roof of a sharpangled building holding maria under his arm as if nothing would happen the same scene was notable in robert wienes film the cabinet of dr caligari as cesare walks up on the roof with the kidnapped fiancé and the city crowd follows himtime also is significant in the film because the clock keeps showing up in the most important scenes time is evident in fredersons office as his son challenges him to have mercy for the people as well as he is talking to his secretary still only a small portion of the clock is shown in these shots and it means the time in which the master can think what decisions to take on the other hand a gigantic clock is shown as freder finds an exhausted worker trying to turn a wallclock freder understands the struggle of this man and replaces him there is where he finds out that at  pm maria will have a meetingbut all that we have seen in this movie is not only made to show us the great importance of this silent sf film that can keep the watcher alive by its impressive music and can inspire contemporary movies like matrix  but for its great historical importance fritz lang expressed a social life in this movie as well as a political one after wwi when germany had lost a war peoples lives were a disaster everyone was disoriented and could not keep up with the tragedy that was going on and maybe there were some influences of the great antisemitism that was supposed to follow but germany was a great disaster as well and there was nothing it could have done to prevent it because many troubles kept adding up over the years and this country had to be defeated morally and politically as well as economically even if germanys wish of reconstruction was as utopic as fredersens wish of a technological city the postwar inflation had a big contribution on cinemas development,0
