TID,Comments,Rating,class
tt0268978,even ignore fact nash homosexuality wa completely ignored film first son wa never mentioned? one failed support financially strained relationship wife? ridiculous and nonfactual introduction imaginary friend used greek chorus howard and writer cant move story along way dont waste time movie read book infinitely interesting and give real sense human not badly directed and filmed hollywood whitewash ron howard probably one least interesting director working hollywood today save time and money watch pb documentary or read book,1,0
tt0268978,****spoilers ahead****ive heard said film not typical hollywood movie ron howard stay away overt sentimentality swelling violin and device used club audience head and send home euphoric feelgood haze doesnt dissipate last bought and paidfor academy award handed oscar nightyes ron howard stay away overt sentimentality  and stay away everything else  including moment might reveal character fact would tell honest cohesive story and anything would help make captive audience believe and care theyre watching instead led along series hokey scene showing john nash school clearly outsider watch upends chess board!  thrill toss furniture window!  cheer launch textbook garbage and teach class way! every time moment come along might actually reveal charactersmash!cut two year later  nash meet girl class whose apparent attribute ha ball tell bunch construction worker shut  soon theyre pointing star theyre picnic thenbang!suddenly theyre married!  entire flick ha rapid tv movielike pacing  nothing ever earned  scene thrown u neat easytodigest simpleforabigdumbaudiencetounderstand fashion  yet despite rapid vapid pacing movie drag and sagsas lack swelling violin ubercomposer james horner  raising titanic  reprises syrupy flute film indicate audience film emotional moment  and good thing routine acting and banal dialogue sure doesnt,1,0
tt0268978,cannot believe people rave movie  beautiful mind terrible thing waste time  movie direction manipulative and screenplay horrid  thought wa suppose based true life john nash  didnt wife divorce real life? yes  wasnt nash homosexual? nash say no yeah right mr nash  let not use truth let make stuff audience like  well hollywood might liked movie wife divorced or wa homosexual tinge film  needed feel character and character wa jerk  hell say chip shoulder  movie make come womanizing jerk  care well hollywood say feel and medium say great film  thats like  give break  know day never come sure wish would people learn make decision movie music and tv show etc instead allowing conned liking something medium say good  and dont get started academy award popularity contest  best film or actor or screenplay whatever might get nominated dont chance hell winning ie  memento ghost world mulholland drive etc,1,0
tt0268978,experienced schizophrenia firsthand brother suffering diseasei also read sylvia nasars brilliant biography john nashagainst background say film beautiful mind reprehensible example filmmakingits complete fabrication real story john nash and also irresponsible and grossly inaccurate picture mental illness and devastating effect familythis movie ha taken sad story man mental illness and turned absurd fairy talethat film would showered award disgraceful show elite hollywood completely touch realitythe true story john nash not told film way accurate depiction mental illnessits nothing short revisionist trash,1,0
tt0268978,movie nadir hollywood dishonest trickery and whitewashed falsehood masquerading fact doe one explain popularity? clue part film doe talk mathematics make viewer feel intelligent actually always good idea youre aiming lowest common denominator and want picture sell ticket ozarks well hollywoodin part film talk romance worst possible woman picture clichés dragged show nash different and desirable actuality wa nerdish odd and gayin part talk schizophrenia terrible care taken avoid mentioning fact persecution homosexual lot nash worsening condition john nash wa forced conceal homosexuality and wa persecuted government expected decrypt secret and keep quiet isnt enough turn brilliant mind paranoidschizophrenic really dont know isin part bad script and bad outofplace acting miscast actor immensely aided photographic special effect and music or rather nonmusic james horner inventor today omnipresent minimalist fear music cinema subwoofer put maximum use make viewer feel danger directly anal sphincter part one anatomy actually needed enjoy film written,1,0
tt0268978,**possible spoiler ahead**  true story john forbes nash jr russell crowe brilliant mathematician and struggle schizophrenia wellacted crowe jennifer connelly wife ed harris government agent and paul bettany college roommate dull dull dull!!!  needleslly long  hour slow and hard time staying awake  people walked houri wish joined  movie purport true story  isnt  make nash saintlike character  real life cheated wife woman and men wa addicted drug and divorced  left movie make acceptable mainstream audience  basically though theyre lying  end making character boring  crowes acting give character depth  film move turtle pace character talking and talking and talking endlessly boring subject schizophrenia doesnt kick hour  acting good  anyways film wa made one reasonto win oscar  ha cold calculated feel  everybody look perfect everything look beautiful big lush musical score schizophrenia presented tastefullynothing offend anybody  type film win oscarssadly cleaned golden globe oscar might happen  annoying movie say schizophrenia and trying make public aware actually winning award and nothing    predictable boring and calculating  avoid,5,0
tt0317248,film ha executed considerable skill  / visual and storytelling style brilliant expert and flawless executionmuch style stolen scorcese movie unashamedly character film steal money dont mind plenty original invention  particularly liked scene room time fade one part story next room decor changing camera angle wa fixed although im sure someone tell wasnt original either use freezeframe subtitle tired done many scorcese wannabe last  yearsso wa impressive  except didnt care character dont know accurately based true story real character dispatch carelessly fictional version and think nothing screwing stealing or killing think must rather boring companymuch action focus man called lil ze shown kill people and enjoys early age enjoys question not entertained and come across rather bland killing machine; one point shooting comrade spot talking annoying way wasnt sure wa supposed comedy moment  certainly came across onethe one character isnt obsessed killing and stealing narrator buscapé ambition become photographer not really involved story except right place right time able recount benefit never see buscapé much effect event or express much opinion or even express much emotionally constant slaughter seems concerned losing virginity anything elsethe way woman portrayed film questionable either object sex sex talking sex raped or beaten men no point hear woman city god express thought or feeling hellish world existin fact nearly not character movie appear entirely soulless supposed sympathise lil z best friend doesnt kill people wantonly rest? supposed feel empathy man occasionally persuades lil ze spare someone life meanwhile coming across fairly easygoing chap  something achievement considering countless killing involved in?no matter skillfully film wa made well acted perfectly constructed bodycounted mounted like character movie didnt really care,7,0
tt0317248,finally got around watching much praised movie and certainly understand many people found fascinating well done technical aspect and easy seduced way look and constant flow action scene not different efficiency glossy &amp; clever commercial also show way life and part world not well known many outsider thereby invoking sense illumination unfortunately looking beyond interesting setting &amp; glossy surface not lot found cidade de deus follow dirt poor kid live brutal gangster shanty town part brazilian city rio de janeiro kid need money steal deal drug and kill basic plot movie and may ask? well  sadly pretty much nothing get grim world contained within people perform lot horrible act without really wondering or thinking option or consequence somebody could argue actually way many people handle savage situation and movie portraying realistic way even filmmaker telling dramatic story ha many opportunity put thing broader context and he/she make choice give audience multilayered view without embellishing anything youve seen something like excellent tv miniseries corner know im talking cidade de deus make no attempt explain kid dont opportunity life violent crime no real critique society produce horrible condition without even glimpse reason cannot give real insight desperation drive character behave gruesome way instead come across something thats inevitable and almost natural like wild animal eating not theyre forced special circumstance could changed simply instinct know seldom apply human since existence much complex complexity totally missing addition not much effort made show devastating effect drug &amp; brutality ha human soul time something really awful happens story like child becoming killer or getting killed rapidly followed nonemotional scene cool music and flashy editing no grieving victim movie  hour long &amp; director spends  second time showing family member shattered unnecessary loss life mean no depiction deep sorrow &amp; hopelessness extreme poverty &amp; violence creates get little or no reflection one gunblasting action followed another &amp; another lot stuff eye &amp; ear le heart &amp; brain cidade de deus film look good agree imdb placing among top  ever made talking higher citizen kane apocalypse &amp; seventh seal director ability convey depth human least equal flair technical trick &amp; brilliance truly far case rate / cinematography &amp; editing and showing small piece harsh reality without blinder felt like ordinary action movie epic masterpiece,5,0
tt0325980,movie deal curse pirate  abduct starring named elizabeth swan kiera knightley aim free damned spell,7,0
tt0325980,watching pirate caribbean last night wa surprised see imdb rating ! could movie really one best  movie ever made?!? looked voter breakdown noticed female gave average rating  and  female  gave ! suddenly thing started make sense little sense*possible spoiler below* basically weve got pretty typical story rich governor daughter love poor blacksmith boy and shes supposed marry military man blacksmith boy amazingly handsome make beautiful sword youve ever seen and amazing sword fighter since practice free time apparently no one military man take role thats popular romantic comedy lately not horrible slimy jerk not type guy woman want marry stuffy always follows rule and nothing least bit entertaining course end blacksmith yawnthe story wa incredibly predictable evil vile pirate dont seem evil and vile perhaps given many comedic gag additionally fighting scene looked like sort cheesy video game never really seemed real or threatening havebloom and girl turn average performance doe geoffrey rush wa really disappointed expected really blow away unfortunately either wasnt feeling or didnt get adequate screentimejohnny depp wa quite good really brought fun otherwise drab movie not depps performance dont think movie would made half money watch pirate caribbean watch depp  rounded hopefully drag thing top  ,6,0
tt0325980,movie ha engaging start quickly fall apart  discovery immortal ghost pirate whose appearance change moonlight ridiculous  end movie friend and turning and shaking head shame  not wa unbelievable movie could received great review paid see  must watch inebriated,1,0
tt0325980,effect slightly admirable movie made virtually no impression  dont really remember name character let alone or felt  never could figure people kept getting sword fight and shooting skeleton couldnt kill  wouldnt run away shot guy head and shook laughing?  clearly nobody film caught overall wa not entertained  wasnt even bad wa funny,1,0
tt0325980,maybe im getting old childish popcorn muncher found movie tedious and contrived wa predictable fact wa quoting line even happeneddo movie audience still need see man leaping second story balcony avoid explosion? movie wa packed stereotype and shallow eyerolling dialogue little no room creative originalityif not always delightful johnny depp would little need movie splice together ten favorite hollywood frontal lobotomy one big safe happy crapfest and youll achieve resultin short movie wa entertaining not deserving special attention,4,0
tt0338013,think go without saying amongst fellow film aficionado love film especially great one however year watching film ive noticed seems one film hugely popular sit watch cant understand held high regard happened couple time unfortunately add eternal sunshine spotless mind listwhilst appreciated original screenplay charlie kaufmanwhose work usually love felt completely flat wa never engaged moment film character extremely unlikable and horrible personality one emotional scene towards end kirsten dunsts character film felt dull and lifeless no point feel invested story wa unable buy joeljim carrey and clementineskate winslet impromptu relationship dissolved quickly began giving no time character care eventual fateboth jim carrey and kate winslet give excellent performance entire cast disliked character technical aspect film well done way film showcase memory and way subsequently disappeared/folded wa expertly crafted and brilliantly edited issue story and character didnt work no matter good direction and editing majority time film life or dy strength story and character and ultimately failed,4,0
tt0338013,despite desire enjoy hoped would unique film found dark and self indulgent  superb acting couldnt overcome script centered failed relationship never make sense viewer or lover  end feel like adaptation ii  yet another film brooding selfcentered guy cant really relate anyone beyond fantasy life  dramatic device ultimately used film main character fight preserve memory fails come across clever unsatisfying rendition psychotherapy  subplot banal and adolescent  many way entire film come across something wa done back fall flat,1,0
tt0338013,filmic equivalent stuck room someone think emotionally upsetting life imaginable and everything power persuade truly tortured and pitiable end experience want go home and feel utterly relieved arent arrogant or wish able erase memory sorry cheap film tiein metaphor alreadythe film like john malkovich and adaptation suffers hole centre charlie kauffman seems think clever take totally unlikely scenario and develop quirky film supposed make little sense instance fails grasp cant take scenario utterly implausible defy audience relate or respond eternal sunshine slightly easier premise connect john malkovich hasnt wondered would like erase painful relationship however kauffman sems mistake nonsense emotional and intellectual depthsomeone told watch eternal sunshine get and promise isnt true nothing get second time wont got first time fairly straight forward film problem might colour blind and cant work time scale film kate winsletts hair cannot tell changing colour director might well put subtitle across bottom screen saying two year ago present day gondrys visual clue subtle or cluelike subtitlesperformance wise kate winslett wa usual self and jim carrey wa truman show mode carrey offer ocassional glimpse acting talent devoured consuming gurning tom wilkinson and kirsten dunst offer respectable performance however felt cheated entire sub plot wa clearly lying editing room floor felt rushed and unconvincing shame rest film felt long and laboured and perhaps better balance might saved cinema ticket spent whole film folding variety shape,1,0
tt0338013,possible spoiler aheadi wa expecting great movie take  minute watching realized would waste timethe idea interesting explore possibility erasing someone mind give wide range path follow create interest climax and sympathy main character not happens movie plot weak entire movie spent show try hide girlfriend memory boring way memory not fun not interesting and added nothing historythey could made much better movie history wa comedy unfortunately chosen drama supposing classified like make watcher expects end even romantic comedy better least want couple end history together,1,0
tt0338013,spoiled like rest kaufman selfabsorbed hallucination eternal sunshine fails jump care hurdle overwrought mess movie far mindsurgerymemorydeleting helmet go tarnation wa jim carreys charactera selfdescribed uninteresting boreso talented resisting program? no mental giant would succumbed immediately end movie no! replay deja vu game meeting forgotten lover infinity every character get thrown stylistic outer space comedy tragedy others sex farce mr kaufman run idea actually apart sunshine tangled structure no idea not given useful relevant information anyone inhabits film carrey and winslets megawatt dualpresence wasted inside situation resembles hamster cage not story tom wilkinson memorydeleting helmet inventor seems grasp danger whats happening kaufman however surround gang assistant giggling moron sad confused irrelevant film wa reminded forgotten french mindgame film sixty marienbad anyone?,1,0
tt0338013,daughter loaned movie two week ago and finally tried watch last night ill admit not big jim carey fan doe alright film truman show and liar liar two enjoyed didnt like found nobody film liked wasnt single character wa somebody felt id like meet scene seemed either badly acted or badly written or scene joel first met clementine train seemed like wa written middle school wannabe writer ridiculous scene inside joel apartment memory clementine erased seemed like something bad seventy anti cultural movie could really believe crew would blatantly juvenile acted like  year old kid left alone weekendmy daughter really liked movie really didnt according film score  and standing top  currently #  must wrong and maybe movie stand middle mediocre  unremarkable film,1,0
tt0338564,sentiment ha echoed many time since release martin scorceses departed worth saying without internal affair departed would not exist film not without flawsit time hokey and lapse scene derail continuity point intriguing premise vivid character slick visuals and breakneck pacing come together produce film isnt fun watch substantive would unfair place scorceses remake pedestal stand occupy without acknowledging filmthis isnt nicholson damon and dicaprio acting no le compelling tony leung ragged and feral stark contrast adversary played capably andy lau traverse dangerous ground triad packaged charming and talented detective eric tsang and anthony wong turn performance buttress theme dichotomy two weathered veteran engaged human chess match life protégées stakethe story revolves around wouldbe officer played leung former academy standout handpicked infiltrate triad indefinite amount time simultaneously triad send young solider establish vein intelligence within police department men quickly rise respective agency enmeshing operation finding increasingly difficult see way and year pas increasingly difficult separate reality life theyve built foundation deceit path come head commissioned inform man must identify and expose avoiding discovered ownthematically film showcase delicate interplay truth and deceit safety and death crime and justice subtly manifest fabric film and never waver masterfully crafted tension broken part comic moment fleeting sense security afforded protagonistthe important aspect film notion two lead reflection one another every man ha propensity good and evil dilemma justice like morality no easy solution not new mean treated manner neither stale heavy handed two lead character connected opposed something explored greater degree scorcese remakealthough departed borrows much film doe not achieve level cohesion or richness connection character thats not say scorceses film failure; entertaining film viable theme and though came first westernized version still worth watching even star powered cast taste scorceses signature gangster lean or alec baldwin scene stealing banter reading many response film site clear credit warm reception due film set city boston whatever reason story seems home alternately murky and glowing street hong kong,7,0
tt0347149,howl moving castle opened france jan th le château ambulant natch and saw avantpremière raving fan miyazaki and diana wynne jones feel lucky american living france  see no release date announced yet u sorry folk and blame disney! understand feeling viewer criticized movie trite find le imaginative term character development and emotional profundity miyazakis best masterpiece however even pedestrian miyazaki movie infinitely rich frightening imaginative and humane six disney film put together and lot love howl moving castle glad didnt reread jones book seeing film; even going sixyearold memory novel see movie loose adaptation and think jones fan would best try take movie merit instead looking faithful adaptation said miyazaki surprisingly successful moment capturing richness novel character peculiar cohabitation charm and terror howl sorcerer and demon companion calcifer and pragmatic strength make u love sophie protagonist embodies fairytale archetype young girl and old woman oncemiyazakis directorial trademark spade lend strength and power film passion open landscape vision power and horror war uncompromised way movie work empower child and especially girl miyazaki quirk fan recognize amusement walrus mustache cobbled european square and flying machine everyone! richer and stranger though successful integration two thing disney animation never even approach way even childrens story blur line enemy and friend and cohabitation monstrous and sublime enemy ally monster beloved miyazaki give visual and moral weight disturbing contradiction and certain scene howl moving castle evoke frightening sublimity never seen elsewhere princess mononoke think film suffers slightly hurried pace especially respect protagonist character development and result loss subtlety make jones book gripping fairy tale howl ambivalent and story complex investigation adolescent heartlessness and growth heart ending fall back much clichéd imagery and deusexmachina also could better handled said howl moving castle contains lot treasure and think stand repeated viewing miyazaki fan delighted and kid around world given chance taste latest rich respectful childrens tale warned though moment terrifying princess mononoke and younger kid need parent final note hardcore fan japanese anime need reminded movie doubtless best seen original version subtitle japanese voice acting terrific  although voice young sophie doesnt strike anything special actor playing aged sophie howl and especially calcifer fantastic calcifer magnificent creation and delight even conservative fan novel serious doubt inevitable englishlanguage dub nuance justice,7,0
tt0347149,im big fan miyazakis work and seen everything else done see howl soon could locate subtitled version unfortunately must rank among weaker effort certainly not bad film  dont think man capable  brilliance mononoke and spirited away wa disappointedthe big problem putting bluntly movie make no sense possible fansub wa watching mangled cant imagine way script written make event cohesive take dreamlogic spirited away take point becomes nearly impossible get movie spirited always felt like rule world even outsider didnt understand never seemed case howlfurthermore miyazaki seems dipped bag stock trick bit often little havent seen form previous film doesnt appear anything new ha say film retreading theme run throughout work could easily forgive mononoke thematic remake nausicaa since feel message grown sufficiently decade separating film worth repeating thats not case herebut said still not bad film suspect people havent seen miyazakis canon find quite enjoyable richness and nuance character animation continues grow no one make expressive animated figure miyazaki and character alone nearly carry film and supported another wonderful score joe hisaishi miyazakis work moment staggering beauty rarely seen film genre or styleand despite incomprehensibility plot make compelling and watchable even no clue whats going or whyso give movie aboveaverage rating and recommendation simply strength miyazaki film worst movie still better anything else purist likely bit disappointed,7,0
tt0353969,memory murder salinui chueok involving crosscultural take la confidential noir genre murder mystery political filter layered element gritty british tv detective mastered prime suspect onwhile cowriter/director joonho bong us convention contrasting buddy cop movie sometimes simplistically comic effect ha social commentary mind captivating investigation serial killer and avoids usual titillating gore festset specifically  film visually capture change industrializing modernizing and politically restive south korea new dark noisy factory sprouting middle agricultural area opening shot could witness see peasant bring look like city sophisticated cop crime scenebut thats start conflicting comparison weve seen enough csis sympathize immediately hopelessly try secure crime scene clue despite keystone copsincompetent forensics and investigative team keep sliding irrigation ditch start seem bit buffoon u give credence gossipy tip girlfriend clue scene and manufacture evidence sympathy curdled even see conduct oldfashioned coercive interrogation developmentally disabled suspect  and good cop even without knowing anything korean law certainly look like compromising investigation thug partner nowhere complex russell crowes bud white get control cartoonish lethal weapon cop and cop never grows and develops story beyond brutality enforcer becomes pathetic comic figure complicit bos seems ineffectual clearly head kind murder investigationbut background tv broadcast demonstration and civil defense alert and drill gather interrogation procedure developed oppressing political dissident and forcing confession professional criminal detective work ironically ultimately cant get resource need difficult case politicallydrummed timeconsumers especially manpower and sophisticated forensic tool beg fbithe film change tone and settle intellectual thriller classic big city detective sent seoul and interchange weve seen heat night and insomnia first cop seems even simpleton standard operating procedure relying knowledge local and instinct human nature though even fellow officer tease whether tell apart rapist and victim brother city guy looking and listening clue and real evidence like korean dalziel and pascoe tension ramped killer keep killing  and film start showing u murder happen cop getting hint modus operandi and even police alert frustration not able stop grippingly conveyed lead actor start abandon usual procedure mounting frustration and editinga droll side bar macho team given key clue policewoman otherwise relegate getting refreshment macho attitude also keep learning vital clue marginalized men pick suspectsthe coda contemporary korea effective reinforcing sense societal complicity letting murder happen and go though wa curious happened city cop well local guy no idea read imdb message board wa based real case appreciate even cheap ending wasnt tacked onthe cinematography and editing terrific throughout many scene dark and rain particularly dramatic harrowing scene along railroad track and tunnel reminiscent stark imagery mervyn leroys fugitive chain gang frustrating english subtitle reader not korean screen newspaper headline or heard tv broadcast and pop tune isnt translated,7,0
tt0353969,one interesting film deliberate pace start slow build surprising endingthere several murder pretty girl small country town two local detective quickly grab mentally challenged kid village wa known lad liked one victimthe two detective administer rather forceful third degree lad get lad record scripted confession case solved and two local heroesthat till detective sent seoul arrives detective go everything and realizes boy not guilty boy released and local cop le amused new cop blockthe new guy quickly show stuff though going evidence and finding victim local boy grab first suspect country justice course bit quick mark and man also innocent pace pick steam woman added victim list woman cop help pointing murder happen rainy night and certain song radio played nightthe net thrown wider and girl survived attack located somewhat cloudy description new suspect rounded time local not resort face interview tactic not want anything could foul court case man though doe not break and set free police however people tail suspectthere mixup assignment and tail lost another dead girl result victim small bit dna evidence not ruined rain sent state fbi examinethe evidence come back inconclusive seoul detective know right man no matter evidence say go dead end intends kill suspect doe he? not saying,7,0
tt0361748,watching inglorious basterds wa really surprised saw rating imdb didnt expected high rating and top  place isolate and rate christoph waltz acting performance would agree movie deserves  not alone and performance cant cover horrible plot boring conversation unfunny character alternative qt ww fantasy and eli roth jew bear opening scene denis menochet farmer and christoph waltz officer best part movie part quality and connects tension scene rest movie basement scene basement scene wa crossroad michael fassbender wa great role british spy and character add new layer logic and realism movie moment actually see plot finally breaking rubbish watched farm scene basement chapter movie going nowhere empty space lot empty space movie last  minute long and boring scene boring character and conversation childish fantasy mixed spaghetti western movie and atmosphere dont belong ww period thats basterds fill everything else and patch rest movie failed basterds weakest/undeveloped and boring part movie movie named yes  brad movie poster  horrible worst role mr pitt and hope last one eli roth cinema/shosanna story david bowie music wa another qt patch v fill huge empty space farm and basement extremely boring scene mélanie laurent taking cinema letter red dress secret love marcel blast brain yes  headache must beside  good scene really enjoyed listening smooth gradient german french and english language connected waltz and fassbender and personal knowledge tarantino used fantasy inglorious basterds hybrid movie gangster replaced nazi adding wild west background layer brad pitt movie poster sell ticket doesnt work case/  christoph waltz and michael fassbender,5,0
tt0361748,start quote reviewer describes bestthis easily one overrated film year and probably worst film tarantino ha ever done good thing movie wa performance mr waltzso wa really disappointed and seeing movie place # greatest movie time thing leaf mouth opened detail go and read hated reviewsone thing hate movie treat audience bunch dumb people spoiler ahead know tarantino style based fantasy and fictitious plot come adolf hitler and  top nazi officer attendance movie premier occupied france and two guard whole theater and surroundings? also americanafrican walk around freely steel pipe locking door and setting fire  guard executed second opening door  hero slay hitler point blank around  round dumb least challenge intelligence and create smarter plot kill one feared tyrant time go watch valkyrie besides mike myers impersonation british general realistic and authentic guy hitler picture thatwhat ruined smart and powerful character nailed everyone movie psychological and mind bending interrogation end effortlessly tricked mindless character movieafter watching movie wa sympathizing nazi portrayed bravery and humanity basterds!!! imagine thatmy recommendation insomnia hr  min waste or want give mind break go watch movie,1,0
tt0361748,one worst movie ever seenwhat purpose movie? bunch american enters nazioccupied france and start slaughtering german see scalping enemy and beating death baseball bat making joke coursesome say movie parody certain genre parody neither witty funny content zero exceptionally brutal and disgusting underneath lie subtle political message good guy killing bad nazi whole plot unthinkable turn around could imagine storyline nazi making joke kill everybody warsaw ghetto flamethrowers? probably not movie exactly exception satisfies weird moral expectation certain audience slaughtering people cool done right peoplethis movie work hidden naziideology underneath doe not regard enemy people and latter supposed element fun happy say kind fun always remain mystery meanother mystery violence fascinate american crowd bit nudity freak naked body pornography movie brutality pure pornography worstinglorious basterds pointless boring and tasteless waste time and money,1,0
tt0361748,simply cannot believe movie current rating imdbit currently sitting imdb top  nestled closely bridge river kwai raging bull and prestigeto find movie standing three truly staggering hence taking time give film  star hopefully help get towards rightful place among piece truly worthless cinema belongsi understand movie either love or hate  certainly true provocative and original film however surprise massive bias towards love side given film content  summarised unashamedly unrealistic and soulless collection sadistic/casual mindless violence strangely blended dramatic scene kind thing genuinely took place naziswhat trying say combining tense well written interrogation scene evoke genuine emotional investment film comic book character british generals/nazi leaders/jewish soldier make extremely uncomfortable combination time feel like someone ha spliced together schindlers list indiana jones and last crusademy best guess film originality and uncompromising approach refreshing people bored old hollywood formula certainly film unpredictable plot extremely meandering and many character action pretty much inexplicable *spoiler* point towards colonel landas killing bridget and nonkilling shosanna every single character one dimensional leaf no idea character supposed actually care anyway no real shock anyone get killed dont know anyone or make tickbrad pitt get award wooden and pointless character appear  truly awful throughout film and find role doe not portray single emotion throughout film nothingmy final point originality doe not make great film yes tarantino ha made movie see thing never seen major hollywood release not sort achievement reason high budget film ha not made entire german high command ha day cinema occupied france almost no guard or security idea stupid yes film stupid  and no amount brushing tarantino postmodern or ironic overcome plain factin summary film take exploitation film script would ordinarily filed trash cinema give big name director/very high quality cast and take plaudit ground breakingit not simply steaming turd given coat gloss paint,1,0
tt0361748,studied wwii and unfortunately seen real human brain ground movie travesty sadistic farce and complete waste time like tarantino questionable work admit liking reservoir dog point however thing doe not even original titlei unfortunately received dvd mistake and see project new low brad pitt and actor taking part joke making jew barbaric nazi perpetuates blame common german soldier covering major part u and uk banker like prescott bush funding hitler well confirmed part british intelligence bringing hitler and mussolini power beginning immediately end wwiwwii wa complex and tragic event and real world history deserves better self serving mythological blood feast served fool lazy look truth and try prevent recurrence history repeat become manipulated propaganda desensitized inhumane action and self righteousif want look atrocity many argue stalin made hitler and nazi look like rank amateur business murdering innocent people well drug crazed gang niger roping street human intestine doe end? need getting multitude shadowy intelligence agency control and accountability instead getting cheap emotional thrill perpetuating myth hollywood and capitol city,1,0
tt0361748,chapter one upon time table german nazi and french dairy farmer talk table  minutes; first french englishchapter two three year inglorious basterds sixteen minute without table mostlyin american lieutenant talk newly formed  man jewish american commando unit no table present cut adolf hitler three year later angry men inability deal basterds hitler doe table return basterds flashback distinct lack tablebased content chapter three german night paris table talkingin jewish woman escaped table chapter one ha somehow managed become proprietress cinema jewish woman talk actor table bar later jewish woman actor joseph goebbels and translator talk table restaurant actor and goebbels talk german translator translates german french jewish woman reply french translator translates french german goebbels decides hold film premiere jewish woman cinema actor and goebbels leave nazi talked dairy farmer table twenty minute back chapter one arrives talk jewish woman table leaf jewish woman break down; overcome emotion spent long talking table chapter four operation table talkingin austin power sends british officer join basterds and actress mission talk german table tavern  minute talking table shoot actress survives spends next  minute lying table talkingchapter five revenge giant tablein basterds decide continue operation talking italian and suicide bombing cinema nazi take actress small room sit next table hoe found table tavern fit kill take two basterds big room sit and talk table meanwhile cinema burn hitler riddled bullet and two basterds blow no good reason allthe end,1,0
tt0361748,sorry folk say really cannot understand overwhelming feeling everybody get seeing moviewhen saw looked watch know much time spend kindergarten nonsenseso verdict?first movie tell story doesnt deliver excitement! not even amusingly distorted reality quentin tarantino used know story could come every little kid head doesnt anything intelligent neither anything inventive and go hour story ha appropriate content  min rest awfully enhanced scene supposed leave somewhat cool image doesnt work even previously seen cutback tarantino often us confuse and not way cool second guy go germany and kill nazi ah really? they? nazi killed handful guy one man enough rather die betray companion ugly face tarantino wanted give nazis? brave soldier valiant basterds? certainly not &gt; fail and happens terrible nazikilling basterds? well get killed nazi except two taken hostage &gt; wow terrible revengeful monster arethird characters? yes one! role and gleam hope entire movie chritoph waltz building truly deep and detailed character great acting! brad pitt really suck and completely outacted waltz never seen weak performance pitt and rest? well german youve never seen and never see movie started and saw group seven basterds hoped see something like magnificent seven group extraordinary guy one distinct character making way destiny fearless and knowing wa disappointed saw inglourious basterds no detail no character no real men random guy wont remember not given chance differentiate fact dont even need differentiate cause inglourious basterds except pitt hardly play role movieso wa really disappointed and seeing movie place # greatest movie time thing leaf mouth opened,2,0
tt0361748,review film largely split  camps; good or bad despite direction tarantinothe question asked wa would made without pitt/ tarantino stamp? answer wa no; and result wa film made irate wa moved post first review imdbi found everything film treated film goer something approaching contempt script wa thin exception one well written character  landa scripting character wa anodyne or nonexistent or case jewbear simply bit weird aspect characterisation wa formulaic and thin nearly every case especially madeforpitt aldo raine and basterds style pastiching normally work didnt; subject matter wa treated either insufficient levity or indifference; scene badly edited or irrelevant redeeming aspect cinematography and production value  style contentso  taking seriously? no; not funny film though occasionally seems try and violence shown sits uneasily cartoonish and unnecessary  prime example surrendered german wa beaten death; added nothing way fact tone film wa inconsistent way considered material made uneasyfor  tarantino need start making film impress others not obviously rest world disagrees thats something either mr or learn live withone disappointing film ive seen,1,0
tt0361748,never go another tarantino movie entire film wa worthless wife and regret didnt get and walk first indication film wa really going still hard determine since wa ridiculous storylineblood gut and violence seemed real theme kept hoping thered something redeeming around corner unfortunately wasnt wasnt anything made sense! along lot people audience walked theater muttering wa disgusting waste time shouldve walked wa comedy wa pathetic etc actually made u audience voice disgust and feeling thoroughly ripped thing merit film wa costuming and acting ability almost everyone filmthere wasnt plot/script worthy talent rate  isnt  cant quite understand anyone could rate higher !,1,0
tt0361748,seriously disappointing performance brad pitt and q plot superficial and lame and unless indirectly intended film actually glorify nazi and portrays men honor and show jewish people deceiving cant keep promise and bloody vicious following contains spoiler hitler together notorious nazi attending stupid plot le movie killing  italian soldier small cinema theater paris unbelievably ridiculous nazi laughing and hooraying killing movie watching basketball game stupid deal end lame whats really appalling movie earned great review and ranked amongst greatest  film not surprised harvested many award including oscar well movie simply kissing jewish people hey reconsider not even great job truly dwarfed whole nazi  jew conflict and pure insult fought and suffered tyranny nazi,1,0
